name,address,lat,lng
Cap Roquetas,"Garigliano, 25",41.44798759,2.175615015
Fiatc,"Avinguda Diagonal, 648",41.39022143,2.134036403
CINC Barcelona,Carrer Llull 321-329,41.40715684,2.209523189
Institut Universitari Dexeus,Angli 31,41.400187,2.125694
CAP Xafarines,"Xafarines,2",41.44671382,2.172356603
Centre Civic Garcilaso,garcilaso,41.42296344,2.186361284
CAP Maragall - ICS,Pare MariÌÊ Claret,41.41579254,2.180774248
CAP Magoria,C/Corral s/n,41.36853193,2.139029503
biblioteca clarÌÁ,dr Carulla,41.40009222,2.12968314
Biblioteca GuinardÌ_ - MercÌ¬ Rodoreda,"CamÌ¬lies, 76-80",41.41416026,2.16527913
CAP Sagrada Familia,Carrer CÌ_rsega 643,41.4098951,2.177003
METRO Ciutadella | Vila OlÌ_mpica,Ramon Trias Fargas,41.38794977,2.193703651
Consulado General de la Republica Bolivariana de Venezuela,"PlaÌ_a D'Urquinaona 6, oficina 6A",41.389541,2.173266
Ishtar,Gran VÌ_a de Carlos III 125,41.390317,2.128108
CRIL Centre De Rehabilitacio I Logopedia,"Carrer de Viladomat, 20-42",41.37667975,2.161109447
Seu De Districte Sant Marti,Pl. ValentÌ_ Almirall,41.40892982,2.191943
METRO Arc de Triomf,"Av. Vilanova, 12-16",41.39179285,2.180908636
Centre Civic La Farinera del Clot,Gran via de les corts catalans 837,41.40519125,2.187897361
Palacio Real Palau Reial Pedralbes,,41.38799675,2.117320833
Departament d'Economia i Coneixement. Generalitat de Catalunya,"Gran Via de les Corts Catalanes, 635",41.3918978,2.17145965
Ayuntamiento Sarria,,41.39928652,2.121346956
Gran Via 2 hall 8,,41.35564388,2.1365776
CAP Guineueta,"Paseo Valldaura, 137-145",41.43935914,2.166109176
TMB parada 0409 -26-34-35-36-40-126-B20-N9,sagrera 169,41.426349,2.191053629
lastminute.com EspaÌ±a,"Calle del MarquÌ©s de Setmenat, 54-58",41.38573369,2.138198287
Agencia Tributaria,Plaza Letamendi,41.38903193,2.160049712
Fremap Madrazo,Madrazo 8,41.40153511,2.150364901
Fav24,"Rambla Catalunya 68, ÌÛtic A",41.39162015,2.162976265
Institut Catala Energia,Pamplona 113,41.39790103,2.189414287
Oficina De L'habitatge,,41.436655,2.171903
Centre CÌ_vic Pati Llimona,"C. del Regomir, 3",41.3817087,2.179075235
Parada 1539 TMB Cosmocaixa,Isaac Newton,41.405437,2.119307
Centre CÌ_vic Casa Groga,,41.426653,2.136917189
Sortida Trinitat,ronda de dalt,41.44681738,2.187158117
CAP Bon Pastor,carrer de mollerussa,41.43871284,2.206488034
CAP Chafarinas,,41.44678808,2.183217291
Farmacia,las torres,41.44963085,2.186030075
Institut Municipal InformÌÁtica de Barcelona,Avinguda Diagonal 220,41.40486636,2.191070484
Portal de l'ÌÛngel,Av del Portal de l'ÌÛngel,41.38571334,2.173743439
Parking Tramvia Blau,,41.415895,2.131943
Centre Diagnostic Manchon,Avinguda Tividabo 13,41.41080579,2.136325836
Nus de la Trinitat,Ronda del Litoral,41.44938525,2.198767662
Fremap,Avda de Josep Tarradellas 34,41.38320119,2.142451671
CAP Lope de Vega,,41.4059576,2.202348641
Unitat Medicina Tropical Drassanes,,41.37723313,2.174688815
Centre CruÌølla,Pedraforca 2-6,41.45570704,2.188717326
Mutuam Guell,"Mare de Deu de la Salut,49",41.41128795,2.156427857
Grand Holiday,,41.35462741,2.159881805
Dental Neopatria,"Carrer de NeopÌÊtria, 86-88",41.42848313,2.189760804
ÌÛMB,Carrer nÌ_mero 62,41.34688411,2.143137429
Centro Millenium IRADIER,Iradier 3,41.403217,2.126259
CAP Pare Claret,"Carrer de Sant Antoni Maria Claret, 21-23",41.40411077,2.164757252
Avinguda Diagonal,(Entre GlÌ_ries i Diagonal mar),41.39464645,2.153835297
OGE,"Av. Diagonal, 662",41.38930323,2.128388748
Disney Magic en Barcelona,,41.35695561,2.177769822
DirecciÌ_ Provincial del SEPE a Barcelona,Parc de l'EstaciÌ_ del Nord s/n,41.39413819,2.183846072
CAP Carreras Candi,Carreras Candi,41.3714,2.129692728
Carrer Puigmarti,,41.40223057,2.160452691
Carrer ProvidÌ¬ncia,,41.40968433,2.162069442
Carrer de Verdi,C. de Verdi,41.40448133,2.155842631
Carrer Mozart,Carrer Mozart,41.39941522,2.158193175
CAP Carles Ribas,"Carrer del Foc, 112",41.35855958,2.144523364
Costa PacÌ_fica,,41.35641762,2.161599283
Parc de Bombers Eixample,,41.3782239,2.151363
Parking,"Carrer de Sant HipÌ_lit, 41-43",41.43768311,2.187282443
Tram T4 FluviÌÊ,Diagonal,41.40781142,2.204900533
Ronda Litoral (Zona Port),Pasaje de Josep Carner,41.36724935,2.172577342
GENCAT - Departament De Salut,Roc boronat 95,41.40093981,2.196543567
ITV - DiputaciÌ_,DiputaciÌ_ 158,41.38312513,2.158317901
Centro MÌ©dico AXA,Gran Via de les Corts Catalanes 657,41.393494,2.1732822
Amma Horta,,41.43401998,2.149942827
Imesport,Marquesa Vilallonga,41.40324166,2.124180794
Parada C2 C1,"Ronda de la Universitat, 23-37",41.38668056,2.166737718
Base Nautica,Playa Marbella,41.39590487,2.207443702
Parking CC GlÌ_ries,Av. Diagonal 208,41.40477892,2.189836732
ICF - Institut CatalÌÊ de Finances,"Gran Via de les Corts Catalanes, 635",41.3916953,2.170864243
TMB Bus 23 Final,,41.340708,2.124862
DIXIT Centre de DocumentaciÌ_ de Serveis Socials,"Passeig del Taulat, nÌ_mero 266-270 (planta 1a.)",41.40967927,2.217854261
Bombers,"Passeig Vall d'Hebron, 105",41.42425902,2.146571173
Centre MÌ¬dic QMS,Aribau 192,41.39383998,2.152293062
Font D'en Fargas,,41.42004484,2.174434473
Rambla de Sant Andreu,,41.43025284,2.185550065
Centre Civic Matas i Ramis,Feliu i Codina 20,41.43290221,2.16038073
CatSalut- Ed Olimpia,,41.38130301,2.125637093
Tesoreria Seguridad Social N.5,Josep Estivill 73,41.42045746,2.19083143
CAP TurÌ_,C. CadÌ_ 58-62,41.43327572,2.17066884
Hospital Clinic (Consultes Externes),"RossellÌ_, 161",41.39028539,2.153070106
Patronat Municipal de l'Habitatge,,41.38338065,2.189011049
Oficina D'atencio Al Ciutada,,41.40131656,2.159128629
Millenium Center Sanitas,Balmes 111,41.39186828,2.158749648
Parada Bus L97,,41.38496649,2.11321468
Sanisans,,41.37481908,2.127885384
Moll Costa,,41.36499996,2.173047616
UPC - EUETIB,Urgell 187,41.38858082,2.149348093
CAP Sant Marti,"Carrer de FluviÌÊ, 207-209",41.41414584,2.197389
Servei CatalÌÊ De TrÌÊnsit,,41.3754984,2.150647884
Bus 0572 ( 56 ),carrer del concili de trento 330,41.420963,2.209793
Comissaria Mossos d'Esquadra,,41.40122442,2.189299076
CAP Sardenya,Sardenya 466,41.40950864,2.166085186
Bus 0717 (40 42 56 60 N2 B21),Granvia de les corts catalanes 1046,41.40866098,2.194488683
Ronda de Dalt,,41.43416403,2.158716068
Parada Bus,Ronda general mitre,41.40134533,2.135704946
Ronda D Dalt - Sortida 10,,41.38811532,2.107544609
Ronda D Dalt - Sortida 6,,41.41845713,2.13188369
CAP El Carmel,"Murtra, 130",41.421118,2.15502341
Bicing 333,"Passatge Senillosa, 3-5",41.3948225,2.1250949
ClÌ_nica MC Mutual C/ Londres,C/ Londres,41.38924761,2.137920177
Analisis Coll GarcÌ¬s,,41.37882107,2.154269274
Osteomar,,41.40341681,2.21020997
Adeslas Dental,"Calle de Balmes, 23",41.38789091,2.164209208
Refugi 307,Nou de la Rambla 169,41.37156148,2.166848074
Clinica Coroleu,,41.43290606,2.187474934
CAP BARCELONETA,,41.38295124,2.194229428
Sala J (Palau Dels Congressos de Catalunya),,41.38304602,2.109712
Departament d'Interior,"DiputaciÌ_, 355",41.39576106,2.173796226
Heliport Cathelicopters,Moll adossat s/n,41.36302432,2.182545662
PavellÌ_ Mestral,,41.38324793,2.125023506
Agencia Catalana del Consum,Pamplona 104,41.39777613,2.189303876
Arrabassada,Carretera de l'Arrabassada,41.43001845,2.131107013
Tram T5/T6 Espronceda,Gran Via de les Corts Catalanes,41.41130467,2.197836936
Tram T5/T6 BesÌ_s,Gran Via de les Corts Catalanes,41.41998819,2.209558189
Parking Larrondo,Pujades 77-79,41.39681,2.194397
METRO Girona L4,"Girona, 73",41.3949103,2.170945818
Las Golondrinas,PlaÌ_a Portal De La Pau,41.37521451,2.178849578
Carrer d'Asturies,C/ d'Asturies,41.40269904,2.153185225
Ronald McDonald Charity,,41.41962408,2.139670382
Sanitas Millenium Iradier,,41.40330987,2.126341769
Foment del Treball - Forum Marketing,"Avinguda Francesc CambÌ_, 10",41.38547018,2.176973155
Centro Asturiano,"Naranjo de Bulnes, 1-7",41.401466,2.11613657
PavellÌ_ GarbÌ_. Recinte de la Maternitat,Travessera de les Corts,41.382994,2.12393
"Agencia Tributaria, AdministraciÌ_n POBLE NOU","Calle Pere IV, 453",41.41525281,2.207160361
Cruise Barcelona - Grimaldi Lines,,41.36556123,2.176421256
Tram T4 Marina,Av. Meridiana 26,41.394067,2.186925
Ajuntament de Barcelona Districte Sants-MontjuÌøc,,41.37530998,2.142264648
Barcelona Bus Turistic,,41.38751363,2.170624319
Cruz Roja EspaÌ±ola,"Portal de l'ÌÛngel, 24, 2å_ 2å»",41.38584685,2.172837406
Oficina Provincial de Cruz Roja,"Joan d'ÌÛustria, 124",41.39610723,2.187695503
Parada BUS 0573,,41.37448465,2.148163444
Biblioteca Miquel Llongueras,Riera Blanca 1-3,41.37783019,2.121639344
Oris,,41.38164647,2.132132997
Centre MÌ¬dic La Verneda,Selva de Mar 108,41.41495898,2.201008943
AgÌ¬ncia Catalana de Turisme,"Passeig de GrÌÊcia, 105",41.395984,2.1598285
Biblioteca Sant MartÌ_ de ProvenÌ_als,"Selva de Mar, 215",41.41733745,2.197306971
Ajuntament de Barcelona. Districte de GrÌÊcia,,41.39997016,2.157756636
Comissaria Mossos,"Carrer d'Aiguablava, 35-53",41.44899106,2.182231792
Roc Nature,Judea 13,41.42467672,2.14019306
"048 Parada Bus 10, 27, 60, 73, 76, B16, B19, N4","Passeig de la Vall d'Hebron, 162-176",41.42776969,2.142796947
Torres Venecianes,PlaÌ_a Espanya,41.373926,2.1498
AtenciÌ_ Primaria,,41.413572,2.152865
ICAM,,41.41638447,2.140840421
Clinica Lasodent,"cinca, 12",41.4353363,2.191709275
TMB Parada Bus 1768,"Sants, 212",41.37548828,2.131145367
Commissaria Mossos Sants-Montjuic,,41.375343,2.150131
US Consulate General,Paseo Reina Elisenda de Montcada 23,41.39774492,2.116923033
On A Bus,,41.384398,2.113887
Centre CÌÂvic Parc Sandaru,"Carrer de Buenaventura MuÌ±oz, 21",41.39160653,2.18447737
CAP La Marina,Carrer Amnistia Internacional 8,41.36207755,2.136606369
Tram T4/T5/T6 GlÌ_ries,Av. Meridiana 64,41.40169855,2.186896205
SOC Barcelona-Verneda,GuipÌ_scoa,41.41089179,2.189855934
"PIMEC - micro, petita i mitjana empresa de Catalunya",Viladomat 174,41.38384544,2.152767921
Equip MÌ¬dic De Salut Integral,Camelies 19,41.41141905,2.158989509
Gran Via 2 Hall 6,,41.35457687,2.135259036
Comisaria Policia Nacional,"Muntaner, 200",41.392885,2.151388629
Comissaria Mossos Trav De Les Corts,,41.38810915,2.137363962
Abat Odo,,41.432506,2.184897
Carrer Ardevol,,41.4361167,2.205365896
Clinica Dental Dr Caro,Bernat Metge 3,41.419001,2.210082
Parad Bus 0709,,41.38275686,2.12928523
Bicing 86,Av. del Paralåálel 114,41.37509276,2.163494342
Bicing 373,"Av. del Paral.lel, 130",41.375008,2.161299
CAP Sanllehy,PlaÌ_a Sanllehy,41.41320107,2.161364205
Clinica del Dolor - Institut de la Columna Vertebral,"Pg. Bonanova, 51-53",41.403982,2.129109
Biblioteca Campus Mundet,,41.43590146,2.147045971
CAP La Pau,"Pere VergÌ©s, 3",41.42301793,2.208644318
Servei Catala OcupaciÌ_,"Paseo Valldaura, 202",41.4384824,2.172750235
Oficina Ciutadania Ajuntament Barcelona,,41.409794,2.169013
ClÌ_nica dental Rocamora,"Passeig de Fabra i Puig, 34",41.43020598,2.1876934
Cap Sant Elias,,41.400408,2.139001
Administracion de Aduanas,"Passeig Josep Carner, 27",41.37445094,2.17656043
Ibermutuamur,Gran Via 142,41.36531116,2.136797905
Clinica Dental Carlos Masip,,41.412268,2.13873
Carrer Major De SarriÌÊ,,41.39808858,2.122626764
Biblioteca La Sagrera-Marina Clotet,"Camp del Ferro, 1-3",41.42546807,2.193005191
Banc De Sang Hospital ClÌ_nic,,41.38938566,2.151324175
Bicing 235,"C\ Elkano, 64",41.37374923,2.161624432
Bicing 159,Av. Diagonal 26,41.41095867,2.215729952
Bsm - Aparcament Sant GenÌ_s - Vall d'Hebron,"Pg de la Vall d'Hebron, 138-176",41.424832,2.142269
Bicing 237,"C\ Rius i Taulet, 4",41.37287971,2.154350281
Dentista Sanchez BagÌ_este,Cadi,41.441721,2.185877
Bicing 153,C\ de Pujades 173,41.40184139,2.200484276
Centre CÌ_vic El Sortidor,,41.372315,2.162488
Institut de Recerca Hospital  Vall d'Hebron,Ps Vall d'Hebron 119,41.42699329,2.140102386
Laborsalus,"Venezuela, 103",41.412426,2.2095945
CAP AdriÌÊ,"Vallmajor, 34",41.40028824,2.138744923
Deutsche Telekom Pavilion,Fira de Barcelona,41.37069781,2.150455713
HTC Pavilion,Fira de Barcelona,41.37056093,2.152622938
Barcelona Supercomputing Center,"Jordi Girona, 31",41.38813594,2.11421042
TeleassistÌ¬ncia de Barcelona  UTE Agrupacio Mutua - Asispa,Agricultura 106,41.412166,2.209438
Creu Blanca Tarradellas,"Av. Josep Tarradellas, 106",41.389199,2.143112
Izaro,Carrer 60,41.346437,2.145298
Carrer Iradier zona per aparcar,Carrer Iradier,41.40696426,2.12520087
Consulado General de la FederaciÌ_n Rusa,"Avinguda de Pearson, 34",41.39254039,2.105364419
Departament Empresa i OcupaciÌ_ - Generalitat De Catalunya,"Passeig de Gracia, 105",41.39576545,2.15632712
Departament Benestar Social i FamÌ_lia - Generalitat De Catalunya,plaÌ_a pau vila 1,41.3817057,2.18490686
Instituto Nacional de Seguridad e Higiene en el Trabajo,Dolcey 2,41.390018,2.113749
InspecciÌ_n De Trabajo y Seguridad Social,,41.40627313,2.165682156
Samsung Mobile Unpacked 2011,"Passeig OlÌ_mpic, 2",41.36212042,2.152439
Ronda De Dalt - Sortida 6,,41.42083297,2.139747105
Codebi BCN,ArimÌ_n 8,41.40492676,2.1374232
Mobile Focus #Pepcom,,41.38105466,2.109101953
Parada Bus CASAS - Pl Tetuan (C1 C2 C3/4),,41.39520761,2.17583577
"Centre de Serveis Socials De Roquetes, Trinitat Nova I Canyelles",Carrer de la vidal y guash 76,41.44822419,2.175791
Fremap,"Llacuna, 166",41.4061664,2.191828995
Monument a Francesc MaciÌÊ,PlaÌ_a Catalunya,41.38629159,2.17012167
Pediatra Dr. Josep Ma Mauri i Puig,Ra,41.429809,2.190619
Biblioteca Zona Nord,vallcivera 3,41.46103994,2.179540777
B:SM Litoral Port,,41.3883237,2.198848222
Parking UB-UPC,,41.38332691,2.117421481
2.148812,138430,poi,Barcelona
Seguridad Social,,41.41750349,2.205599617
L86 Barcelona Viladecans,Av. Paralel,41.37507323,2.151314582
Passeig de Colom,Passeig de Colom,41.37896611,2.180378437
Infarma,"Avinguda de Rius i Taulet, 6-10",41.37226454,2.15170789
CAP Les Corts,Carrer de MejÌ_a Lequerica,41.38371986,2.125267981
Icatme - institut Medecina de l'Esport Hospital Dexeus,Sabino de Arana 5,41.38588184,2.125641887
Aduana MarÌ_tima de Barcelona,Passeig de Josep Carner 27,41.37474553,2.176838779
Euro Business Centre,VilamarÌ_ 86,41.37933261,2.148345696
C/ LluÌ_anes,"Carrer del LluÌ_anÌ¬s, 1-13",41.40746655,2.133120648
Parada T2B,Passeig de la Vall d'Hebron 138-152,41.4259661,2.143161407
Parada de TMB 1484,Jordi Girona,41.387983,2.112929
Registro De La Propiedad,,41.391087,2.194132
PabellÌ_ De La RepÌ_blica,,41.430839,2.151202
AVE Barcelona-Madrid,,41.410477,2.146244
Clinisants,Joan guell 26,41.37703331,2.134050787
Csma Nord,psg valldaura 214,41.43779005,2.172855667
TMB parada 2622,Cami de l'esglÌ¬sia,41.43424173,2.15294925
Parada Bus 0622,,41.40034,2.123642
Sala Lectura del Clot,Carrer del Clot 27,41.40724259,2.186822102
Centre Sociosanitari Palau,Sant Antoni Pare Claret 135,41.40990586,2.172519758
Tmb,"ronda general mitre, 171",41.4040731,2.141698788
CAP Cotxeres,Avda. Borbo 18-30,41.42686038,2.17623889
Puig,PotosÌ_ 21,41.44344314,2.204192593
Departament de GovernaciÌ_ i Relacions Institucionals,Via Laietana 26,41.38472531,2.1785953
Servicio Medico TelefÌ_nica,Rambla de GuipÌ_scoa 161,41.423554,2.205239
Biblioteca Barceloneta-La Fraternitat,"Comte de Santa Clara, 8",41.37917422,2.188939042
Torre Jussana,Av. cardenal vidal i barraquer 30,41.42358947,2.152456144
III CongrÌ©s Del Tercer Sector Social,"Passeig del Taulat, 278",41.41022351,2.219548113
Residencia Pi I Molist,carrer vilaseca,41.43767774,2.174037695
Aeat Colon,Passeig Josep carner 27,41.37546185,2.176066124
Departament d'Empresa i OcupaciÌ_,"Carrer de SepÌ_lveda, 148-150",41.38197864,2.160730941
Calle Bertran,Carrer Bertran,41.40885047,2.139716148
Bicing 275,"C\ Rio de Janeiro, 3",41.430799,2.182684
Carretera de L'Arrabassada,,41.42133796,2.138044847
Ciutat Nova,Escultor Limona,41.4285476,2.16777891
Consultori medic via augusta,Via augusta 139,41.40129058,2.147559142
DelegaciÌ_n del Gobierno en CataluÌ±a,,41.38647437,2.168415785
FREMAP Balmes,Balmes,41.39139625,2.159795453
Ayuntament de Barcelona,"Calle AragÌ_, 606",41.39484936,2.169837375
Ca n'Andalet,Passatge Andalet 11,41.43188008,2.151213857
DirecciÌ_ General de Joventut,Carrer CalÌÊbria 147,41.38163684,2.151755855
MV Ventura In Barcelona,,41.354474,2.176605
Tram T4 Wellington,C. Wellington 46,41.39019507,2.188598213
Consulado General de China,"Carrer de LleÌ_ XIII, 34",41.41428351,2.136406302
Creu Roja Joventut,C/Fusina 6,41.38639274,2.183404485
San Bertran,,41.375689,2.17234
Cruz Navarro,meridiana,41.42796361,2.18503646
Romacar,,41.44307665,2.201628368
Centro De CirugÌ_a Maxilofacial E ImplantologÌ_a,,41.387262,2.156187
Quiropractica Sants,"Passeig de Sant Antoni, 9-37",41.3774468,2.137373551
SA Veterinaris,"Carrer de Margarit, 34",41.37327863,2.163398388
Parada 1946 Bus TMB,"Avinguda d'Esplugues, 92",41.39126841,2.11097423
Fraternidad Muprespa,,41.4089351,2.178249749
Cap Ramon Turro,Ramon turro 337,41.40636759,2.211127294
Comisaria Mossos Esquadra,Vallcarca,41.41658842,2.140969894
Oficina d'AtenciÌ_ Ciutadana Eixample,"Carrer d'AragÌ_, 328",41.39527465,2.169511085
Congreso BarcelonaCDL 2011,,41.399988,2.12238
Ajuntament De Barcelona Dte. Sant MartÌ_,PlaÌ_a de l'Almirall ValentÌ_,41.40903319,2.19199222
City Trip Bus Barca,,41.384161,2.111984
Centre civic cotxeres borrell,Viladomat 2-8,41.375177,2.163082
Primera Dental,ramon de turro 93,41.39424835,2.197148528
Oficina De Treball de Sants,Parc De L'estaciÌ_ Del Nord S/n,41.3944945,2.183697276
Joaquim valls,,41.44476062,2.178206556
Biblioteca AgustÌ_ Centelles,"Urgell, 145",41.38678841,2.151933324
Carrer Olzinelles,Olzinelles,41.37439043,2.13640978
LÌ_nea 60 Bus,Glories-campus nort UPC,41.42171794,2.140950713
IT Forum - Itelligence Stand,,41.3887,2.113451
Parada BUS 0510,,41.42125757,2.186682896
Ajuntament De GrÌÊcia,PÌ_a Rius i Taulet,41.400012,2.15783
DelegaciÌ_n de Hacienda de Horta,Carrer de les Ciencies,41.42693022,2.157919738
Unipresalud,Pallars,41.40159041,2.197571044
Maxi Dental,,41.37855149,2.156658112
Carrer Viladecans,C/Viladecans,41.37016094,2.138375703
A MÌ¬dics Claret,castillejos 355,41.41050551,2.173119598
Autorentat Meridiana,,41.4289391,2.184283733
Rooftop Terrace And Pool,22 sancho avila,41.39732999,2.188430199
Diagnostic Medic I Podologic (DMP),"Gran Via de les Corts Catalanes, 1151 Esc. B 2 2",41.41946018,2.207549214
Mutua Fraternitat,,41.408772,2.177776
Tunel Vallvidriera Bcn,,41.4020479,2.121356543
Pediatra,"Mandri, 10",41.402077,2.1351
"Parada de bus 1224 (33, 34, 35, 43, 44)",Mallorca,41.41012602,2.184321264
Funicular Parc de Montjuic,Avinguda Miramar 30,41.36901503,2.163362503
Monument a Jacint Verdaguer,Avinguda Diagonal,41.39930473,2.169842173
Secretari Coloma Centro De Rehabilitacion,Secretari Coloma 91-97,41.41016338,2.16221337
Parada Del 119 Y 86,"Carrer de la Conca de Tremp, 44",41.42375367,2.156360699
CEMEDIQ Centro MÌ©dico QuirÌ_rgico,"DiputaciÌ_n, 24",41.378132,2.15067
Parada De Taxis Vall D'hebron,,41.42774379,2.142451671
